student_id,course_type,institute_tier,region,target_sector,cgpa,academic_consistency_score,num_internships,internship_months,internship_employer_type,internship_performance,num_certifications,certifications,institute_placement_rate_3m,institute_placement_rate_6m,institute_placement_rate_12m,institute_avg_salary_lpa,placement_cell_score,recruiter_diversity_score,job_demand_score,region_job_density,sector_growth_rate,job_applications_per_week,interviews_attended,resume_updated_recently,linkedin_active,internship_quality_score,skill_relevance_score,institute_strength_index,placed_3m,placed_6m,placed_12m,actual_salary_lpa
STU0109,Arts,Tier 2,Mumbai,EdTech,7.27,56.0,0,0,None,0.0,0,None,0.15,0.25,0.37,6.0,0.41,0.45,0.8,0.51,0.16,27,5,0,1,0.16,0.3,0.37,0,0,0,5.2
STU0110,MBA,Tier 3,Chennai,EdTech,5.84,86.6,1,5,SME,3.4,1,Python,0.58,0.73,0.82,8.9,0.73,0.82,0.49,0.75,0.01,5,2,1,0,0.52,0.18,0.76,0,1,1,5.8
STU0111,Law,Tier 1,Pune,EdTech,5.99,44.9,0,0,None,0.0,0,None,0.9,0.99,1.0,23.2,0.77,0.82,0.33,0.73,0.03,23,13,0,1,0.16,0.3,0.85,0,0,0,14.1
STU0112,Engineering,Tier 3,Hyderabad,Healthcare,6.74,84.5,1,3,PSU,3.8,0,None,0.33,0.46,0.51,7.7,0.53,0.46,0.57,0.26,0.16,18,10,1,0,0.51,0.0,0.49,0,1,1,5.6
STU0113,Engineering,Tier 1,Bangalore,EdTech,9.34,90.6,2,4,MNC,4.4,1,React,0.29,0.39999999999999997,0.54,15.0,0.85,0.88,0.79,0.72,0.01,18,0,1,0,0.82,0.18,0.72,0,0,1,21.9
STU0114,Commerce,Tier 2,Pune,Pharma,8.53,51.7,2,12,SME,4.8,2,PMP|Java,0.59,0.74,0.8,8.4,0.46,0.72,0.79,0.25,-0.01,16,3,0,1,0.74,0.65,0.62,0,0,1,7.9
STU0115,Nursing,Tier 1,Delhi,BFSI,6.03,56.1,1,5,PSU,3.1,1,CFA,0.83,0.9099999999999999,0.98,5.9,0.78,0.64,0.42,0.32,0.29,29,8,0,0,0.49,0.18,0.78,0,0,1,5.1
STU0116,Arts,Tier 1,Pune,Consulting,8.34,71.0,2,4,NGO,3.7,3,Cybersecurity|React|PMP,0.76,0.89,1.0,4.8,0.87,0.8,0.4,0.7,0.01,29,6,1,0,0.52,0.52,0.85,1,1,1,6.1
STU0117,Law,Tier 2,Chennai,FMCG,6.97,38.2,2,10,NGO,5.0,3,Digital Marketing|CFA|PMP,0.62,0.74,0.84,10.9,0.62,0.9,0.58,0.46,0.08,24,13,0,1,0.73,0.82,0.74,0,0,0,10.0
STU0118,Commerce,Tier 1,Kolkata,Manufacturing,7.52,85.1,2,10,SME,3.6,0,None,0.87,1.0,1.0,7.3,0.81,0.92,0.56,0.27,0.12,28,14,1,0,0.61,0.0,0.9,1,1,1,9.7
STU0119,Commerce,Tier 2,Kolkata,Pharma,4.0,74.3,1,1,Startup,3.7,0,None,0.57,0.76,0.86,6.8,0.86,0.41,0.64,0.54,0.14,6,12,0,1,0.59,0.3,0.7,0,0,0,5.8
STU0120,MBA,Tier 3,Chennai,BFSI,5.04,92.5,0,0,None,0.0,0,None,0.59,0.6799999999999999,0.75,6.3,0.84,0.45,0.83,0.3,0.21,25,12,0,1,0.16,0.3,0.68,0,0,0,4.8
STU0121,Law,Tier 2,Mumbai,Healthcare,7.38,79.9,0,0,None,0.0,2,CFA|React,0.47,0.61,0.72,8.5,0.61,0.94,0.54,0.56,0.17,16,8,1,1,0.16,0.65,0.71,0,1,1,7.5
STU0122,Nursing,Tier 2,Chennai,Pharma,6.81,58.9,1,6,MNC,3.1,0,None,0.68,0.8,0.9,3.7,0.68,0.76,0.83,0.8,0.13,2,7,0,0,0.75,0.0,0.74,0,0,1,3.8
STU0123,Data Science,Tier 3,Ahmedabad,IT,8.45,78.9,1,1,NGO,4.6,0,None,0.17,0.24000000000000002,0.36,7.8,0.67,0.45,0.55,0.24,-0.01,22,3,1,1,0.54,0.3,0.48,0,1,1,6.9
STU0124,Commerce,Tier 3,Pune,Manufacturing,6.36,32.7,0,0,None,0.0,1,Tableau,0.29,0.45999999999999996,0.58,4.5,0.89,0.3,0.91,0.83,0.2,28,12,1,0,0.16,0.18,0.58,0,0,1,3.1
STU0125,Engineering,Tier 3,Bangalore,EdTech,7.94,76.4,2,2,Startup,3.2,3,Tableau|Machine Learning|Python,0.12,0.22,0.36,5.8,0.35,0.23,0.7,0.81,0.21,20,7,1,0,0.57,0.52,0.28,0,1,1,5.7
STU0126,Arts,Tier 1,Pune,FMCG,7.51,60.7,2,10,PSU,3.4,0,None,0.59,0.74,0.88,4.3,0.8,0.78,0.93,0.97,0.08,3,12,0,1,0.6,0.3,0.78,0,1,1,6.3
STU0127,MBA,Tier 3,Kolkata,Healthcare,7.16,67.2,0,0,None,0.0,1,AWS,0.23,0.35,0.43999999999999995,5.9,0.43,0.18,0.52,0.23,0.21,6,11,1,1,0.16,0.48,0.33,0,1,1,6.1
STU0128,Law,Tier 2,Hyderabad,EdTech,7.77,88.9,1,3,NGO,4.1,2,AWS|Java,0.49,0.57,0.71,10.7,0.66,0.39,0.57,0.7,0.08,9,2,0,0,0.54,0.35,0.55,0,1,1,7.6
STU0129,Nursing,Tier 2,Mumbai,EdTech,6.82,43.7,2,2,PSU,4.3,2,React|Digital Marketing,0.7,0.8899999999999999,0.9799999999999999,3.2,0.42,0.7,0.58,0.22,0.13,5,8,1,1,0.54,0.65,0.64,0,1,1,4.5
STU0130,Nursing,Tier 2,Pune,Pharma,6.66,65.9,1,4,PSU,3.9,2,PMP|Machine Learning,0.57,0.76,0.8200000000000001,4.4,0.6,0.91,0.36,0.37,0.2,12,3,1,0,0.54,0.35,0.74,0,0,1,4.6
STU0131,Arts,Tier 2,Bangalore,Manufacturing,4.0,76.5,1,2,SME,3.1,0,None,0.55,0.64,0.78,6.6,0.58,0.46,0.59,0.39,0.17,24,3,0,0,0.44,0.0,0.56,0,0,1,4.2
STU0132,Commerce,Tier 2,Mumbai,Pharma,8.14,64.7,1,5,PSU,4.5,1,Python,0.53,0.68,0.7300000000000001,6.6,0.57,0.39,0.37,0.68,0.11,11,14,1,0,0.6,0.18,0.55,0,0,1,7.3
STU0133,Arts,Tier 2,Hyderabad,FMCG,7.28,77.9,2,12,Startup,3.4,0,None,0.35,0.51,0.59,4.9,0.96,0.53,0.63,0.21,-0.07,1,3,1,0,0.75,0.0,0.7,0,0,0,4.7
STU0134,Commerce,Tier 3,Delhi,BFSI,8.59,69.7,0,0,None,0.0,2,React|Tableau,0.3,0.47,0.62,4.4,0.45,0.85,0.73,0.66,0.0,12,10,1,0,0.16,0.35,0.58,0,1,1,3.3
STU0135,Arts,Tier 2,Mumbai,FMCG,7.27,72.9,1,5,Startup,3.2,1,SQL,0.52,0.68,0.77,4.0,0.41,0.68,0.9,0.97,0.13,8,12,0,0,0.62,0.18,0.57,0,0,1,4.3
STU0136,Commerce,Tier 2,Delhi,Manufacturing,7.15,64.6,1,1,Startup,4.0,3,Digital Marketing|Power BI|Tableau,0.71,0.86,0.9199999999999999,7.4,0.55,0.86,0.6,1.0,-0.06,10,12,0,1,0.62,0.82,0.74,0,0,1,8.1
STU0137,Data Science,Tier 2,Pune,FMCG,6.76,68.4,2,6,MNC,4.2,1,PMP,0.22,0.33999999999999997,0.45999999999999996,9.8,0.58,0.73,0.93,0.85,0.13,21,14,1,1,0.84,0.48,0.55,1,1,1,12.8
STU0138,Arts,Tier 1,Kolkata,FMCG,7.96,89.4,1,1,MNC,4.4,1,CFA,0.65,0.79,0.87,8.9,0.84,0.63,0.42,0.25,0.1,2,13,1,0,0.77,0.18,0.76,1,1,1,6.6
STU0139,Law,Tier 1,Ahmedabad,FMCG,8.99,61.4,3,18,PSU,3.3,0,None,0.73,0.9099999999999999,0.9899999999999999,12.4,0.9,0.62,0.73,0.76,-0.01,6,13,0,0,0.62,0.0,0.82,0,1,1,16.7
STU0140,Engineering,Tier 3,Hyderabad,EdTech,4.23,57.5,2,12,MNC,4.5,1,Cybersecurity,0.29,0.45999999999999996,0.59,4.4,0.95,0.21,0.91,0.98,-0.03,5,11,0,1,0.96,0.48,0.58,1,1,1,5.8
STU0141,Commerce,Tier 1,Ahmedabad,Consulting,4.05,79.1,1,4,SME,3.0,0,None,0.82,1.0,1.0,7.8,0.83,0.68,0.49,0.6,-0.07,1,11,1,1,0.47,0.3,0.84,0,0,0,8.8
STU0142,Engineering,Tier 1,Pune,EdTech,7.26,57.9,2,6,MNC,4.3,0,None,0.83,0.94,1.0,19.2,0.85,0.79,0.57,0.87,-0.04,3,2,1,1,0.84,0.3,0.86,1,1,1,21.6
STU0143,Law,Tier 1,Kolkata,EdTech,6.28,74.1,0,0,None,0.0,3,Power BI|React|Digital Marketing,0.67,0.74,0.8,17.8,0.77,0.74,0.99,0.75,0.28,17,13,0,1,0.16,0.82,0.75,0,0,1,15.4
STU0144,Nursing,Tier 3,Bangalore,EdTech,8.54,47.8,1,5,NGO,3.3,0,None,0.32,0.42000000000000004,0.55,3.3,0.7,0.68,0.89,0.46,0.17,13,5,0,0,0.51,0.0,0.61,0,0,0,3.6
STU0145,Engineering,Tier 3,Chennai,Manufacturing,7.54,57.3,0,0,None,0.0,4,PMP|Tableau|Java|Power BI,0.09,0.23,0.29000000000000004,6.2,0.82,0.99,0.31,0.78,0.13,25,7,1,0,0.16,0.7,0.69,0,1,1,4.6
STU0146,Law,Tier 3,Chennai,IT,6.61,66.0,1,4,SME,3.4,2,Machine Learning|Java,0.27,0.36,0.48,5.3,0.84,0.76,0.73,0.59,-0.05,4,5,1,0,0.5,0.35,0.67,0,1,1,3.9
STU0147,Engineering,Tier 3,Hyderabad,IT,7.42,73.3,1,3,MNC,4.3,1,Power BI,0.7,0.75,0.89,5.9,0.91,0.64,0.87,0.54,0.2,18,8,1,1,0.79,0.48,0.78,1,1,1,5.9
STU0148,Arts,Tier 3,Hyderabad,BFSI,7.61,27.9,0,0,None,0.0,0,None,0.07,0.24000000000000002,0.29000000000000004,3.9,0.74,0.82,0.95,0.22,-0.04,19,4,1,1,0.16,0.3,0.61,0,0,0,2.3
STU0149,Arts,Tier 1,Chennai,Healthcare,8.0,59.2,2,10,NGO,4.3,0,None,0.69,0.7699999999999999,0.9199999999999999,7.9,0.98,0.72,0.85,0.81,0.18,17,3,1,0,0.67,0.0,0.84,0,0,1,6.5
STU0150,Arts,Tier 1,Delhi,Consulting,8.79,69.4,1,6,Startup,4.6,3,SQL|React|Python,0.9,0.98,1.0,6.3,0.8,0.62,0.64,0.29,-0.0,27,3,1,1,0.75,0.82,0.8,0,0,1,7.5
STU0151,Data Science,Tier 1,Chennai,IT,7.74,66.3,1,6,Startup,3.6,2,Machine Learning|Python,0.67,0.8400000000000001,0.9800000000000001,20.6,0.96,0.65,0.79,0.79,0.17,3,2,1,0,0.67,0.35,0.83,1,1,1,24.6
STU0152,Law,Tier 1,Bangalore,EdTech,4.74,75.1,2,2,SME,3.6,1,Power BI,0.73,0.87,0.95,14.9,0.72,0.74,0.9,0.39,0.18,29,14,1,0,0.48,0.18,0.77,0,1,1,14.9
STU0153,Law,Tier 1,Mumbai,Consulting,7.51,84.8,1,5,SME,3.8,0,None,0.92,1.0,1.0,22.3,0.97,0.94,0.77,0.31,0.01,22,1,1,1,0.55,0.3,0.97,0,1,1,17.0
STU0154,Nursing,Tier 2,Kolkata,BFSI,5.83,29.0,1,6,SME,4.7,2,Tableau|PMP,0.57,0.6399999999999999,0.7399999999999999,4.0,0.62,0.73,0.8,0.29,-0.09,5,13,1,1,0.64,0.65,0.66,1,1,1,4.3
STU0155,Data Science,Tier 3,Delhi,BFSI,8.78,46.5,3,18,Startup,3.5,1,Machine Learning,0.37,0.48,0.55,8.9,0.47,0.84,0.3,0.45,-0.0,23,14,0,0,0.76,0.18,0.58,1,1,1,6.5
STU0156,Law,Tier 3,Pune,EdTech,8.25,63.4,1,2,NGO,3.6,1,Cybersecurity,0.17,0.32,0.38,3.3,0.93,0.27,0.87,0.64,-0.07,18,0,0,1,0.48,0.48,0.55,1,1,1,4.7
STU0157,Arts,Tier 3,Bangalore,Manufacturing,8.07,74.5,1,6,SME,3.9,1,PMP,0.11,0.26,0.35,4.0,0.29,0.46,0.86,0.38,-0.03,22,9,1,0,0.57,0.18,0.33,0,0,0,2.9
STU0158,Data Science,Tier 2,Kolkata,Pharma,4.88,35.4,2,10,MNC,3.3,3,Power BI|CFA|Tableau,0.59,0.69,0.7999999999999999,10.9,0.49,0.72,0.87,0.51,-0.05,9,2,0,0,0.83,0.52,0.62,0,0,0,12.0
STU0159,MBA,Tier 3,Ahmedabad,BFSI,8.33,55.9,1,4,MNC,3.1,2,SQL|Tableau,0.22,0.33,0.39,4.9,0.44,0.18,0.94,0.2,0.09,29,7,0,1,0.71,0.65,0.33,1,1,1,7.5
STU0160,Commerce,Tier 3,Chennai,Healthcare,5.41,50.2,1,1,NGO,4.8,0,None,0.28,0.34,0.42000000000000004,4.0,0.37,0.89,0.36,0.59,0.18,13,11,1,0,0.56,0.0,0.52,1,1,1,3.5
STU0161,Commerce,Tier 1,Kolkata,FMCG,6.2,86.1,3,12,SME,4.9,2,Tableau|Python,0.72,0.78,0.87,12.1,0.84,0.9,0.55,0.71,-0.03,8,13,0,0,0.75,0.35,0.84,1,1,1,10.4
STU0162,Data Science,Tier 1,Hyderabad,Healthcare,4.98,93.2,2,12,SME,3.9,0,None,0.92,0.99,1.0,26.6,0.92,0.91,0.98,0.66,0.04,28,13,1,1,0.67,0.3,0.94,0,0,1,22.2
STU0163,Data Science,Tier 3,Chennai,BFSI,8.01,70.8,1,2,PSU,4.5,2,Cybersecurity|Java,0.52,0.68,0.8200000000000001,8.4,0.45,0.34,0.79,0.35,-0.06,1,8,0,1,0.55,0.65,0.49,0,1,1,7.5
STU0164,Law,Tier 3,Pune,IT,8.45,54.2,0,0,None,0.0,1,AWS,0.2,0.29000000000000004,0.35000000000000003,5.9,0.85,0.33,0.84,0.51,0.1,15,5,0,0,0.16,0.18,0.53,1,1,1,4.7
STU0165,Data Science,Tier 2,Mumbai,Healthcare,6.9,52.9,0,0,None,0.0,2,AWS|Cybersecurity,0.54,0.62,0.7,12.0,0.69,0.85,0.83,0.57,0.24,9,10,0,1,0.16,0.65,0.72,0,0,1,11.0
STU0166,MBA,Tier 3,Mumbai,BFSI,5.06,49.8,0,0,None,0.0,1,Tableau,0.38,0.48,0.59,9.3,0.39,0.46,1.0,0.89,0.13,0,14,1,0,0.16,0.18,0.44,0,0,1,4.5
STU0167,Nursing,Tier 2,Chennai,Healthcare,7.7,61.1,0,0,None,0.0,0,None,0.43,0.59,0.73,5.2,0.72,0.9,0.79,0.21,0.06,25,7,0,0,0.16,0.0,0.73,0,0,1,3.8
STU0168,Commerce,Tier 2,Bangalore,IT,5.58,80.2,1,3,Startup,3.6,0,None,0.28,0.34,0.42000000000000004,6.8,0.49,0.99,0.45,0.3,-0.02,28,14,1,1,0.62,0.3,0.59,1,1,1,5.5
STU0169,Commerce,Tier 1,Pune,EdTech,7.72,79.7,2,10,SME,5.0,0,None,0.99,1.0,1.0,7.9,0.89,0.97,1.0,0.23,-0.01,14,4,0,0,0.73,0.0,0.95,1,1,1,9.8
STU0170,Nursing,Tier 2,Hyderabad,BFSI,7.51,64.3,1,1,PSU,3.7,2,CFA|SQL,0.88,0.96,1.0,3.9,0.68,0.42,0.55,0.52,-0.08,2,13,0,0,0.47,0.35,0.69,0,0,1,4.8
STU0171,Law,Tier 3,Pune,IT,6.94,72.2,1,1,Startup,4.4,1,CFA,0.29,0.39999999999999997,0.5499999999999999,5.8,0.27,0.88,0.64,0.26,0.12,23,3,1,1,0.65,0.48,0.49,0,0,1,5.2
STU0172,MBA,Tier 2,Hyderabad,Healthcare,6.55,52.9,1,4,PSU,4.9,0,None,0.71,0.8099999999999999,0.8699999999999999,13.4,0.55,0.55,0.79,0.62,-0.05,16,6,0,0,0.62,0.0,0.63,1,1,1,12.9
STU0173,Engineering,Tier 1,Ahmedabad,Pharma,8.43,90.7,1,3,Startup,4.1,1,AWS,0.84,0.98,1.0,29.3,0.85,0.78,0.5,0.97,-0.04,17,14,0,1,0.66,0.48,0.87,0,0,1,21.4
STU0174,Law,Tier 3,Chennai,BFSI,6.23,47.3,1,6,SME,3.7,1,Tableau,0.22,0.33999999999999997,0.45999999999999996,5.9,1.0,0.36,0.68,0.63,0.06,12,3,1,0,0.56,0.18,0.61,1,1,1,4.5
STU0175,Engineering,Tier 2,Bangalore,FMCG,7.89,32.6,1,4,NGO,3.5,0,None,0.86,1.0,1.0,12.8,0.54,0.4,0.43,0.35,0.11,15,13,0,0,0.51,0.0,0.64,0,0,1,9.3
STU0176,Commerce,Tier 3,Kolkata,Consulting,7.79,72.8,0,0,None,0.0,1,SQL,0.17,0.27,0.41000000000000003,2.6,0.34,0.34,0.38,0.38,-0.06,14,7,0,1,0.16,0.48,0.32,1,1,1,3.2
STU0177,Data Science,Tier 1,Ahmedabad,FMCG,7.0,78.4,2,12,MNC,3.0,2,CFA|SQL,0.98,1.0,1.0,22.3,0.91,0.93,0.59,0.45,0.28,21,9,1,0,0.84,0.35,0.94,1,1,1,25.1
STU0178,Law,Tier 2,Bangalore,Pharma,4.95,71.3,2,6,PSU,4.6,0,None,0.54,0.7100000000000001,0.8500000000000001,10.9,0.62,0.78,0.52,0.25,0.18,24,12,0,1,0.63,0.3,0.7,0,0,1,7.3
STU0179,Data Science,Tier 1,Bangalore,BFSI,5.42,86.2,0,0,None,0.0,2,Digital Marketing|Tableau,0.44,0.5800000000000001,0.7200000000000001,26.0,0.89,0.81,0.34,0.39,0.1,1,5,1,0,0.16,0.35,0.77,0,1,1,19.2
STU0180,Data Science,Tier 3,Delhi,Manufacturing,6.28,57.5,2,2,MNC,3.9,0,None,0.5,0.59,0.72,4.5,0.89,0.55,0.51,0.41,0.07,11,1,1,0,0.75,0.0,0.7,0,0,1,6.4
STU0181,MBA,Tier 1,Delhi,BFSI,4.79,78.4,2,4,Startup,3.5,0,None,0.89,1.0,1.0,17.8,0.92,0.71,0.75,0.47,0.3,2,7,0,0,0.63,0.0,0.88,1,1,1,23.2
STU0182,Arts,Tier 3,Ahmedabad,FMCG,6.86,58.9,2,2,PSU,4.8,1,AWS,0.28,0.4,0.46,3.3,0.58,0.94,0.75,0.45,0.11,16,14,0,1,0.58,0.48,0.63,0,1,1,3.5
STU0183,Nursing,Tier 2,Pune,Consulting,6.53,65.8,1,4,NGO,4.4,4,Python|Power BI|Digital Marketing|SQL,0.44,0.5700000000000001,0.68,3.4,0.96,0.55,0.61,0.74,0.03,7,2,0,0,0.58,0.7,0.72,0,0,0,4.6
STU0184,Nursing,Tier 1,Mumbai,FMCG,4.9,63.8,1,1,PSU,4.7,0,None,0.83,0.9299999999999999,1.0,5.1,0.71,0.89,0.74,0.66,0.2,4,9,1,1,0.55,0.3,0.83,1,1,1,4.9
STU0185,Law,Tier 3,Kolkata,EdTech,8.32,48.9,1,6,NGO,4.6,0,None,0.37,0.56,0.64,3.1,0.55,0.13,0.97,0.37,0.22,22,10,1,0,0.63,0.0,0.43,1,1,1,4.1
STU0186,Arts,Tier 3,Hyderabad,FMCG,6.87,70.6,2,2,NGO,3.7,2,PMP|Digital Marketing,0.4,0.45,0.6,4.7,0.24,0.85,0.62,0.41,0.25,0,4,1,1,0.49,0.65,0.49,0,0,1,3.7
STU0187,Nursing,Tier 1,Chennai,BFSI,4.0,92.4,0,0,None,0.0,1,Digital Marketing,0.88,0.94,1.0,4.7,0.74,0.75,0.46,0.37,-0.08,14,6,1,1,0.16,0.48,0.8,1,1,1,3.7
STU0188,MBA,Tier 3,Ahmedabad,EdTech,6.66,84.5,2,4,NGO,3.2,2,Digital Marketing|Cybersecurity,0.18,0.3,0.38,8.6,0.95,0.95,0.42,0.9,0.19,0,3,1,0,0.48,0.35,0.75,0,0,0,6.4
STU0189,Data Science,Tier 2,Kolkata,Pharma,8.69,52.1,2,6,PSU,4.7,0,None,0.61,0.66,0.79,7.8,0.65,0.78,0.47,0.27,0.21,4,5,1,0,0.64,0.0,0.69,0,1,1,11.9
STU0190,Engineering,Tier 2,Bangalore,Pharma,5.74,81.0,3,9,PSU,4.6,1,Machine Learning,0.69,0.8699999999999999,0.9599999999999999,12.4,0.84,0.42,0.55,0.71,-0.07,5,5,1,0,0.68,0.18,0.72,0,0,1,9.7
STU0191,Engineering,Tier 3,Delhi,FMCG,5.9,65.9,0,0,None,0.0,0,None,0.18,0.28,0.38,3.8,0.97,0.87,0.9,0.53,0.2,7,2,0,0,0.16,0.0,0.73,0,1,1,5.3
STU0192,MBA,Tier 3,Bangalore,Consulting,8.68,80.2,1,4,NGO,3.1,1,CFA,0.42,0.48,0.6,4.3,0.93,0.73,0.66,0.55,-0.05,1,0,0,1,0.47,0.48,0.73,1,1,1,7.7
STU0193,Commerce,Tier 3,Bangalore,Pharma,7.62,74.4,1,2,NGO,4.9,1,Power BI,0.26,0.44,0.5800000000000001,5.7,0.3,0.44,0.32,0.88,0.04,16,2,1,0,0.59,0.18,0.38,1,1,1,3.2
STU0194,Data Science,Tier 1,Hyderabad,FMCG,6.98,67.7,2,4,SME,3.4,0,None,0.91,1.0,1.0,21.2,0.8,0.6,0.78,0.86,-0.04,2,9,1,1,0.5,0.3,0.8,1,1,1,23.4
STU0195,MBA,Tier 1,Bangalore,Consulting,4.34,47.6,2,8,MNC,3.2,2,Digital Marketing|Tableau,0.41,0.49,0.59,39.2,0.74,0.98,0.43,0.65,0.05,0,6,1,0,0.79,0.35,0.74,0,0,1,26.0
STU0196,Arts,Tier 3,Delhi,Pharma,4.0,43.6,0,0,None,0.0,2,AWS|Tableau,0.29,0.48,0.58,2.2,0.7,0.33,0.86,0.85,0.29,4,7,1,1,0.16,0.65,0.52,0,0,0,3.1
STU0197,Commerce,Tier 2,Mumbai,Pharma,7.81,66.7,0,0,None,0.0,0,None,0.55,0.6100000000000001,0.6900000000000001,5.9,0.86,0.86,0.57,0.53,-0.08,22,2,0,1,0.16,0.3,0.79,0,1,1,5.6
STU0198,Nursing,Tier 3,Pune,EdTech,8.0,60.1,1,5,Startup,4.6,1,Digital Marketing,0.34,0.5,0.64,4.7,0.68,0.57,0.69,0.98,0.21,10,10,1,0,0.73,0.18,0.59,0,1,1,3.7
STU0199,Arts,Tier 2,Hyderabad,FMCG,7.25,88.2,0,0,None,0.0,1,React,0.76,0.85,0.95,4.1,0.83,0.96,0.94,0.67,0.09,24,13,0,0,0.16,0.18,0.88,0,1,1,4.5
STU0200,Arts,Tier 2,Kolkata,Pharma,7.78,68.1,2,6,Startup,4.8,1,Java,0.78,0.87,0.99,3.2,0.47,0.3,1.0,0.84,0.21,3,13,1,0,0.76,0.18,0.54,1,1,1,4.8
STU0201,Engineering,Tier 3,Ahmedabad,FMCG,8.62,75.3,1,2,NGO,3.2,3,SQL|Digital Marketing|Tableau,0.15,0.29000000000000004,0.43000000000000005,5.9,0.63,0.15,0.34,0.35,-0.09,20,9,0,1,0.45,0.82,0.38,0,1,1,6.0
STU0202,Arts,Tier 1,Pune,EdTech,7.38,72.5,1,6,NGO,3.0,3,AWS|CFA|SQL,0.57,0.69,0.75,6.3,0.77,0.61,0.55,0.27,0.0,23,4,1,0,0.5,0.52,0.7,1,1,1,6.9
STU0203,Data Science,Tier 1,Kolkata,IT,9.44,61.8,3,3,SME,4.6,0,None,0.9,1.0,1.0,21.7,0.73,0.85,0.38,0.99,0.21,15,8,0,1,0.58,0.3,0.85,0,0,1,24.7
STU0204,Nursing,Tier 1,Chennai,Manufacturing,4.29,59.3,2,10,MNC,4.6,2,Power BI|SQL,0.92,0.9700000000000001,1.0,6.2,0.89,0.87,0.89,0.37,-0.05,29,5,0,1,0.93,0.65,0.91,1,1,1,6.3
STU0205,MBA,Tier 1,Pune,EdTech,5.91,51.2,2,10,Startup,4.2,2,Tableau|PMP,0.44,0.5,0.59,26.1,0.74,0.64,0.67,0.27,0.02,22,2,0,1,0.78,0.65,0.64,0,0,0,28.0
STU0206,Engineering,Tier 1,Pune,Manufacturing,8.72,78.2,1,5,Startup,3.8,1,Digital Marketing,0.8,0.9500000000000001,1.0,17.0,0.98,0.89,0.7,0.72,-0.09,23,2,0,1,0.67,0.48,0.94,1,1,1,21.0
STU0207,Arts,Tier 2,Hyderabad,Consulting,8.53,34.0,1,1,MNC,3.4,1,Python,0.63,0.8,0.89,3.3,0.56,0.99,0.72,0.77,-0.1,11,6,1,0,0.69,0.18,0.76,1,1,1,5.4
STU0208,Commerce,Tier 3,Ahmedabad,BFSI,4.8,77.2,1,4,MNC,4.6,2,PMP|Cybersecurity,0.16,0.24,0.35,4.7,0.62,0.75,0.71,0.96,-0.08,21,4,1,1,0.83,0.65,0.54,0,0,0,3.6
STU0209,Commerce,Tier 1,Pune,Pharma,7.33,89.0,0,0,None,0.0,1,Python,0.8,0.92,1.0,13.2,0.87,0.98,0.76,0.62,-0.09,5,4,0,1,0.16,0.48,0.92,1,1,1,8.9
STU0210,Law,Tier 2,Delhi,BFSI,7.39,65.5,1,4,NGO,3.9,0,None,0.72,0.89,0.97,9.1,0.83,0.96,0.92,0.61,0.21,26,3,0,1,0.54,0.3,0.89,1,1,1,8.2
STU0211,Law,Tier 3,Mumbai,Pharma,5.06,74.3,1,3,SME,4.1,2,Python|React,0.39,0.5,0.55,4.4,0.41,0.72,0.96,0.41,0.22,17,12,0,0,0.54,0.35,0.53,0,0,0,4.6
STU0212,Data Science,Tier 3,Mumbai,FMCG,6.25,57.7,0,0,None,0.0,1,SQL,0.63,0.75,0.9,6.3,0.54,0.74,0.72,0.44,0.06,0,0,0,1,0.16,0.48,0.66,1,1,1,6.0
STU0213,Commerce,Tier 3,Bangalore,FMCG,5.75,64.8,2,2,Startup,4.7,2,Python|Power BI,0.07,0.27,0.34,2.9,0.37,0.81,0.43,0.25,0.3,11,11,0,1,0.69,0.65,0.47,0,0,0,4.6
STU0214,Arts,Tier 3,Ahmedabad,EdTech,7.31,89.6,3,12,Startup,4.0,4,AWS|SQL|PMP|Python,0.31,0.47,0.5499999999999999,3.5,0.44,0.33,0.32,0.43,0.12,13,12,0,1,0.8,1.0,0.42,0,0,1,3.8
STU0215,Engineering,Tier 1,Mumbai,FMCG,5.41,37.1,1,4,PSU,4.3,4,Digital Marketing|CFA|Tableau|PMP,0.81,1.0,1.0,21.0,0.83,0.74,0.8,0.43,-0.0,24,13,0,1,0.57,1.0,0.85,0,0,1,20.8
STU0216,Arts,Tier 3,Hyderabad,Consulting,7.53,75.9,1,2,PSU,3.5,2,Python|React,0.27,0.41000000000000003,0.47000000000000003,4.0,0.62,0.7,0.71,0.54,-0.02,23,5,0,0,0.47,0.35,0.58,0,0,1,2.0
STU0217,Engineering,Tier 2,Kolkata,Pharma,6.47,60.7,2,2,SME,4.8,1,CFA,0.62,0.74,0.88,8.4,0.65,0.93,0.93,0.75,0.24,6,14,0,1,0.58,0.48,0.76,1,1,1,10.6
STU0218,Nursing,Tier 3,Ahmedabad,FMCG,8.6,74.4,1,4,NGO,4.6,1,Machine Learning,0.52,0.7,0.75,4.5,0.66,0.65,0.67,0.9,-0.08,5,13,1,0,0.59,0.18,0.67,1,1,1,3.7
STU0219,Engineering,Tier 2,Delhi,Consulting,7.29,47.8,1,2,PSU,4.6,1,SQL,0.45,0.54,0.65,12.7,0.63,0.51,0.62,0.85,0.27,20,2,1,0,0.56,0.18,0.57,1,1,1,9.9
